Nama,Wilayah,Kategori,Rating,Status,lat,lng
Bakmi Ny Atung Bogor,Kota Bogor,Bakmie,4.1,Buka,-6.60619465509777,106.81902966710084
"Mie Enak Di Bogor, Bakmi Lily",Kota Bogor,Bakmie,4.1,Buka,-6.593336687785491,106.81236504333366
Bakmi Jawa Mas Aji.,Kota Bogor,Bakmie,4.1,Buka,-6.586402245340466,106.79257285492552
Kaybun Dimsum Bogor,Kota Bogor,Dimsum,4.9,Buka,-6.614304872122333,106.79481578560157
HAKA Dimsum Shop Bogor,Kota Bogor,Dimsum,4.9,Buka,-6.593393333872485,106.79109207606925
WINGLOK Hongkong Dimsum Bogor,Kota Bogor,Dimsum,4.9,Buka,-6.615441640065809,106.79847558854563
Dimsum Toko Sebelah Bina Marga,Kota Bogor,Dimsum,4.9,Buka,-6.599279009773002,106.79403240507999
DIMSUM TOKO SEBELAH PAJAJARAN,Kota Bogor,Dimsum,4.9,Buka,-6.597306693261151,106.8121670897293
Hawche Dimsum Bar,Kota Bogor,Dimsum,4.9,Buka,-6.593702376861471,106.79322609994647
ADA DIMSUM RESTOMART,Kota Bogor,Dimsum,4.9,Buka,-6.6042694722753135,106.80109870898177
ROEMAH DIMSUM NO. 19,Kota Bogor,Dimsum,4.9,Buka,-6.586000016348926,106.78678521330863
Dimsum Me Time Mentai Kota Bogor,Kota Bogor,Dimsum,4.9,Buka,-6.585131550704911,106.78733752596281
Dimsum Grobak Batu Tulis Bogor,Kota Bogor,Dimsum,4.9,Buka,-6.595236317145715,106.7986167413594
Agen dimsum oke bogor jual dim sum murah,Kota Bogor,Dimsum,4.9,Buka,-6.608576811264205,106.8234771398897
Dimsum Sembilan Ayam,Kota Bogor,Dimsum,4.9,Buka,-6.587403631700148,106.78654169608768
DIMSUMKUENAK,Kota Bogor,Dimsum,4.9,Buka,-6.61641868676247,106.82293542978857
Dimsum Narawi Bogor,Kota Bogor,Dimsum,4.9,Buka,-6.59372071328049,106.82151230636566
Dimsum Inn,Kota Bogor,Dimsum,4.9,Buka,-6.580866304881169,106.81788408961641
TOP DIMSUM BANTARKEMANG,Kota Bogor,Dimsum,4.9,Buka,-6.614897636738804,106.80966468679777
Dimsum Kaki Lima,Kota Bogor,Dimsum,4.9,Buka,-6.594576171202685,106.78906985872851
DIMSUM SYARIFAH BOGOR,Kota Bogor,Dimsum,4.9,Buka,-6.5902998274653815,106.79579750040413
Huáng Dim Sum,Kota Bogor,Dimsum,4.9,Buka,-6.582454026375371,106.81126382696819
Teras Omah DIMSUM & FROZEN,Kota Bogor,Dimsum,4.9,Buka,-6.60024195925457,106.80704710431726
Indo Dimsum ciomas,Kota Bogor,Dimsum,4.9,Buka,-6.592410089942748,106.81770220878312
Dimsum bogor,Kota Bogor,Dimsum,4.9,Buka,-6.577631237729111,106.81423479002801
Dimsum Pojok,Kota Bogor,Dimsum,4.9,Buka,-6.58734517802244,106.82484962940659
BAKSO DAN MIE AYAM BERKAH (SITUSARI),Kab. Bogor,Bakso dan Mie Ayam,4.4,Buka,-6.485132503219597,106.80612219228587
Mie Ayam Bakso KENCANA,Kab. Bogor,Bakso dan Mie Ayam,4.4,Buka,-6.474692419178574,106.80822964390343
"Mie Ayam & Bakso ""GEMOYY""",Kab. Bogor,Bakso dan Mie Ayam,4.4,Buka,-6.47629049436532,106.81565704676635
Bakso Mie Ayam Ceker Podomoro Plus,Kab. Bogor,Bakso dan Mie Ayam,4.4,Buka,-6.49327718751311,106.81578082737815
mie ayam bakso mas uwo,Kab. Bogor,Bakso dan Mie Ayam,4.4,Buka,-6.482982243590722,106.83146071760892
"MIE AYAM BAKSO ""DONOLOYO""",Kab. Bogor,Bakso dan Mie Ayam,4.4,Buka,-6.479051338414078,106.8164535472104
Bakso & Mie Ayam Mas Polos,Kab. Bogor,Bakso dan Mie Ayam,4.4,Buka,-6.493088307893966,106.84263007885602
Mie Ayam Bakso MUNCUL Cikalagan,Kab. Bogor,Bakso dan Mie Ayam,4.4,Buka,-6.481780064548444,106.82342695044937
Mie Ayam Baso Doa Ibu,Kab. Bogor,Bakso dan Mie Ayam,4.4,Buka,-6.459934952016747,106.83584404409685
Mie ayam bakso putra azka,Kab. Bogor,Bakso dan Mie Ayam,4.4,Buka,-6.482710616669094,106.82960039237251
BAKSO - MIE AYAM PAK URIP,Kab. Bogor,Bakso dan Mie Ayam,4.4,Buka,-6.479728280733989,106.8132463957759
Mie Ayam Bakso Anon,Kab. Bogor,Bakso dan Mie Ayam,4.4,Buka,-6.476849899487334,106.82244809931495
Mie Ayam Bakso Ceker Encang Mamat,Kab. Bogor,Bakso dan Mie Ayam,4.4,Buka,-6.470409190348535,106.81293210280317
Mie Ayam Baso Gede Rasa Sentul,Kab. Bogor,Bakso dan Mie Ayam,4.4,Buka,-6.48727839328193,106.83020396108185
Ayam Panggang Kampung 45 (Sukahati),Kab. Bogor,Ayam Bakar,4.7,Buka,-6.480339136538319,106.81249738186611
Ayam Bakar Lumer,Kab. Bogor,Ayam Bakar,4.7,Buka,-6.463286423239862,106.82275632699076
AYAM BAKAR JIMBARAN,Kab. Bogor,Ayam Bakar,4.7,Buka,-6.473463130054093,106.82609256156582
Parahyangan Ayambakar,Kab. Bogor,Ayam Bakar,4.7,Buka,-6.47966726829463,106.8370888561801
AYAM BAKAR . (PAWON UMI ENUNG) ASLI AYAM KAMPUNG (LIAR),Kab. Bogor,Ayam Bakar,4.7,Buka,-6.473751948204708,106.82920206710318
Ayam Bakar Pak Atok Ciawi,Kab. Bogor,Ayam Bakar,4.7,Buka,-6.47651207342639,106.82294315481289
Ayam Bakar Dayu,Kab. Bogor,Ayam Bakar,4.7,Buka,-6.47389974636935,106.8131449539555
RM. Ayam Bakar Pak Atok cabang sentul,Kab. Bogor,Ayam Bakar,4.7,Buka,-6.470960314070456,106.83074282691595
Lesehan Ayam Bakar Kenta Sari Pak Yuyun,Kab. Bogor,Ayam Bakar,4.7,Buka,-6.464109539671396,106.83659903300565
AB Ayam Bakar Baban,Kab. Bogor,Ayam Bakar,4.7,Buka,-6.480843251796283,106.80724057635472
Ayam Bakar Gurilem,Kab. Bogor,Ayam Bakar,4.7,Buka,-6.470095087760997,106.83583512953064
Ayam Bakar Khas Bandung,Kab. Bogor,Ayam Bakar,4.7,Buka,-6.460321383208358,106.83291484877194
Ayam Bakar Lamongan,Kab. Bogor,Ayam Bakar,4.7,Buka,-6.498449689574809,106.836758857249
Ayam Bakar Mas Mono Ciluk,Kab. Bogor,Ayam Bakar,4.7,Buka,-6.46790562827841,106.84073713914182
Ayam Bakar & Cireng Isi Sambal Pelakor,Kab. Bogor,Ayam Bakar,4.7,Buka,-6.469564860171962,106.82171382151549
Ayam Bakar & Goreng Khas Bandung Selatan,Kab. Bogor,Ayam Bakar,4.7,Buka,-6.47113032671383,106.84305333503212
Ayam Bakar Khas Bangkok,Kab. Bogor,Ayam Bakar,4.7,Buka,-6.464850537974874,106.83874513486325
Pecel Lele Hj Enthuk,Kab. Bogor,Pecel Lele,4.7,Buka,-6.461759936492725,106.83572082577305
Pecel Lele 212 Ibu Kustini/Pak Muji,Kab. Bogor,Pecel Lele,4.7,Buka,-6.49629387591766,106.80527670200865
Seafood Pecel Lele - Millenium 2000 Terdekat,Kab. Bogor,Pecel Lele,4.7,Buka,-6.478105288041984,106.8054706157131
Pecel lele lulu 01,Kab. Bogor,Pecel Lele,4.7,Buka,-6.4646780694651556,106.8161541609191
Pecel Lele Sule,Kab. Bogor,Pecel Lele,4.7,Buka,-6.4871519694075195,106.83126559140143
Pecel lele Lamongan KM 43,Kab. Bogor,Pecel Lele,4.7,Buka,-6.495648860981929,106.83320696427405
PECEL LELE DEHANS LAMONGAN 1967,Kab. Bogor,Pecel Lele,4.7,Buka,-6.476566232644545,106.8129004512627
depot putra pecel lele,Kab. Bogor,Pecel Lele,4.7,Buka,-6.485208971166109,106.8303240933642
Pecel Lele Lamongan 1922,Kab. Bogor,Pecel Lele,4.7,Buka,-6.483443144039587,106.8135198722602
Pecel Lele Berkah 99,Kab. Bogor,Pecel Lele,4.7,Buka,-6.480017856541277,106.83519266119922
Pecel Lele Cak Syarif,Kab. Bogor,Pecel Lele,4.7,Buka,-6.4824667901065895,106.83967294772712
Pecel Lele Ayam Kampung Kang Jajang,Kab. Bogor,Pecel Lele,4.7,Buka,-6.472442724769841,106.82635520424353
Pecel Lele Lamongan Alfi Zaky,Kab. Bogor,Pecel Lele,4.7,Buka,-6.4814945104716,106.82716511252913
Pecel Lele Lamongan,Kab. Bogor,Pecel Lele,4.7,Buka,-6.4932445649868695,106.81920001615754
PECEL LELE CAK GUSTY,Kab. Bogor,Pecel Lele,4.7,Buka,-6.470062812557455,106.83557811635752
"Pecel Lele ""LAMONGAN"" Mas Arif",Kab. Bogor,Pecel Lele,4.7,Buka,-6.492232666306966,106.84368811373999
Pecel Ayam & Lele Lek Dalijo,Kab. Bogor,Pecel Lele,4.7,Buka,-6.460710420091535,106.83688442343413
SATE KAMBING BABA ICHSAN BY SN4444,Kab. Bogor,Sate,4.8,Buka,-6.469855196456003,106.82226495939281
SATE GUNUNG PANGRANGO,Kab. Bogor,Sate,4.8,Buka,-6.469987601383656,106.83322105832075
Warung Sate Pak H. Kadir 1,Kab. Bogor,Sate,4.8,Buka,-6.468169151558367,106.82148845886596
Sate Pak Haji Kadir 6,Kab. Bogor,Sate,4.8,Buka,-6.470050551975758,106.80995421025143
Sate Kiloan Sentul - Bogor,Kab. Bogor,Sate,4.8,Buka,-6.493787983679624,106.8234516426202
SATE PAK OLEH (pancawati - bogor),Kab. Bogor,Sate,4.8,Buka,-6.4787725180410565,106.84129545215761
Warung Sate Solo Pak Rebo - Cibinong,Kab. Bogor,Sate,4.8,Buka,-6.471020928622683,106.84325107402474
"Warung Sate Solo ""Pak Anwar""cab 1",Kab. Bogor,Sate,4.8,Buka,-6.489832573176077,106.8191704282334
Sate Kambing Hanjawar,Kab. Bogor,Sate,4.8,Buka,-6.484266640016579,106.82614345965362
Sate Tegal Laka Liane,Kab. Bogor,Sate,4.8,Buka,-6.460791116918792,106.83261473405474
SATE DIAN SARI,Kab. Bogor,Sate,4.8,Buka,-6.4721075942051245,106.83728966624757
Warung Sate H.Asdi Bang Ekky,Kab. Bogor,Sate,4.8,Buka,-6.489861609820906,106.83233855458379
Natrabu Minang Restaurant,Kab. Bogor,Nasi Padang,4.7,Buka,-6.497860665235946,106.81760187245834
Restoran Padang Minang Raya,Kab. Bogor,Nasi Padang,4.7,Buka,-6.485061808467101,106.8223885608728
Restoran Bintang Garuda Baru Masakan Padang,Kab. Bogor,Nasi Padang,4.7,Buka,-6.487376284353558,106.82490278755276
Sari Minang (nasi Padang),Kab. Bogor,Nasi Padang,4.7,Buka,-6.473820263564146,106.81018133541104
RM.Padang Citra Rasa Minang,Kab. Bogor,Nasi Padang,4.7,Buka,-6.482942288138104,106.81337067911862
Rumah Makan Kando Jaya Masakan Padang,Kab. Bogor,Nasi Padang,4.7,Buka,-6.495859430480493,106.82174364090429
RM.Padang Sederhana,Kab. Bogor,Nasi Padang,4.7,Buka,-6.487719014400274,106.82835402521731
Rumah Makan Pondok Baru Pabuaran,Kab. Bogor,Nasi Padang,4.7,Buka,-6.478409608583671,106.81777941478107
Rumah Makan Pituah Minang,Kab. Bogor,Nasi Padang,4.7,Buka,-6.494475071513206,106.80755986860903
RM Simpang Raya Ciomas,Kab. Bogor,Nasi Padang,4.7,Buka,-6.494983320797975,106.80990560207987
Masakan Padang Berkah Jaya,Kab. Bogor,Nasi Padang,4.7,Buka,-6.488812619989931,106.82231178840449
Rumah Makan Padang Mulia Raso,Kab. Bogor,Nasi Padang,4.7,Buka,-6.47405486027683,106.81619438676482
Warung Nasi Padang Kp.cibugis,Kab. Bogor,Nasi Padang,4.7,Buka,-6.46287010608134,106.83065878298068
RM PADANG HARAPAN MINANG,Kab. Bogor,Nasi Padang,4.7,Buka,-6.486078771292947,106.83923239765603
Soto Khas Sokaraja dan Mendoan LASKA BAWOR,Kab. Bogor,Soto,4.4,Buka,-6.469932676048113,106.80596148303033
Sotomie Bogor KABITAEUN,Kab. Bogor,Soto,4.4,Buka,-6.469621505725569,106.82872228835679
Kedai Soto Bogor Aa Zidun,Kab. Bogor,Soto,4.4,Buka,-6.494637464582735,106.80663192423438
"SOTO MANG ENGKUS CIBADAK, JONGGOL",Kab. Bogor,Soto,4.4,Buka,-6.491739681775021,106.83676794381128
Soto dan Sop Kepala kambing Kang maman,Kab. Bogor,Soto,4.4,Buka,-6.463930851238359,106.81681859270378
Kedai Soto Buana,Kab. Bogor,Soto,4.4,Buka,-6.489633639511272,106.82087523049088
Soto Bogor kang ebet,Kab. Bogor,Soto,4.4,Buka,-6.48694408108303,106.8420636824697
SOTO NDUT GALUGA,Kab. Bogor,Soto,4.4,Buka,-6.473443482378762,106.8100428939164
Soto Lamongan & Sego Bebek Bonex 69,Kab. Bogor,Soto,4.4,Buka,-6.461754821956307,106.82576844826096
SOTO KHAS BOGOR,Kab. Bogor,Soto,4.4,Buka,-6.494619229703778,106.84304874839245
Soto Bogor Teh Eneng,Kab. Bogor,Soto,4.4,Buka,-6.485817793289827,106.83969084860001
Soto Kuning Khas Bogor,Kab. Bogor,Soto,4.4,Buka,-6.466073082721253,106.83273892889937
Soto Kaki dan Sate Kambing Tugu Kujang H. Tuhid,Kab. Bogor,Soto,4.4,Buka,-6.460852318536067,106.81390356888282
Soto Mie Bogor Bu Bibah|Caringin Bogor,Kab. Bogor,Soto,4.4,Buka,-6.467400592183164,106.83637817291071
Special Soto Boyolali Hj. Hesti Widodo Kota Wisata,Kab. Bogor,Soto,4.4,Buka,-6.494898655093522,106.81448560482174
Soto Bogor Favorit,Kab. Bogor,Soto,4.4,Buka,-6.4768214780244735,106.80715049790072
WARUNG SOTO BOGOR AA' RIZAL CABANG CILANGKAP,Kab. Bogor,Soto,4.4,Buka,-6.480542447263827,106.82662018111455
nasi goreng bang toha,Kab. Bogor,Nasi Goreng,4.9,Buka,-6.461982887576945,106.84312087038191
Nasi goreng SULTAN,Kab. Bogor,Nasi Goreng,4.9,Buka,-6.4939615421913475,106.83841823345419
"Nasi goreng Babat Semarang mbak Atun, Cibinong",Kab. Bogor,Nasi Goreng,4.9,Buka,-6.490376653530205,106.82659854827783
NASI GORENG GILA YASMIN (ASA.1),Kab. Bogor,Nasi Goreng,4.9,Buka,-6.4748730450983,106.82574767977404
Nasi Goreng Putra Slawi,Kab. Bogor,Nasi Goreng,4.9,Buka,-6.46927069733094,106.84251220145899
NASI GORENG BAROKAH (Cah Solo),Kab. Bogor,Nasi Goreng,4.9,Buka,-6.492752735940995,106.82628740848193
Nasi Goreng Spesial OmJoys,Kab. Bogor,Nasi Goreng,4.9,Buka,-6.499679169540729,106.8298477374313
Nasi Goreng Tiga Putra,Kab. Bogor,Nasi Goreng,4.9,Buka,-6.462542928692072,106.8283994524781
Nasi Goreng Dan Seafood Khas Solo,Kab. Bogor,Nasi Goreng,4.9,Buka,-6.498577303087958,106.83975133247772
Nasi Goreng Panpora,Kab. Bogor,Nasi Goreng,4.9,Buka,-6.493461344992561,106.82420524515992
NASI GORENG ADIWERNA,Kab. Bogor,Nasi Goreng,4.9,Buka,-6.470937428601598,106.83450807643808
NASI GORENG Tegal Moncer,Kab. Bogor,Nasi Goreng,4.9,Buka,-6.4955113761059495,106.81851899812293
Nasi goreng adi jaya,Kab. Bogor,Nasi Goreng,4.9,Buka,-6.470053659797183,106.83367407997686
Nasi goreng kang hengki,Kab. Bogor,Nasi Goreng,4.9,Buka,-6.489514620294786,106.81554105900578
Nasi Goreng Mas Bowo,Kab. Bogor,Nasi Goreng,4.9,Buka,-6.46955350543288,106.81538646512053
NASI GORENG MAS TIGOR,Kab. Bogor,Nasi Goreng,4.9,Buka,-6.481284956051013,106.80997407187782
"Nasi Goreng Padang ""LEMBUTTI""",Kab. Bogor,Nasi Goreng,4.9,Buka,-6.461782945899033,106.82803407351363
Nasi Goreng Alam Malam,Kab. Bogor,Nasi Goreng,4.9,Buka,-6.49263845490301,106.82480071852976
Bakmi Golek Sentul,Kab. Bogor,Bakmie,4.9,Buka,-6.486710555204066,106.8279718646142
Bakmie TJ,Kab. Bogor,Bakmie,4.9,Buka,-6.475916595360392,106.82238484697332
Bakmi Jowo Pak Yudi,Kab. Bogor,Bakmie,4.9,Buka,-6.4799052835377,106.81373247214219
BAKMI ABUN 33,Kab. Bogor,Bakmie,4.9,Buka,-6.498300227545363,106.8159452138437
Bakmi Hao Peng 111 - Bangbarung,Kab. Bogor,Bakmie,4.9,Buka,-6.471296359202853,106.82686633154353
Bakmi Jawa & Ayam Rempah & Tengkleng,Kab. Bogor,Bakmie,4.9,Buka,-6.466573155980394,106.84355141799746
Bakmi Hana,Kab. Bogor,Bakmie,4.9,Buka,-6.477643825198533,106.81012095881076
Bakmi Xing Cuan,Kab. Bogor,Bakmie,4.9,Buka,-6.493414890276727,106.82107167735754
Bakmi SeLez,Kab. Bogor,Bakmie,4.9,Buka,-6.463578792003269,106.84058883367591
Bakmie Om GEMBOEL313,Kab. Bogor,Bakmie,4.9,Buka,-6.498038024281668,106.81187319346984
Mie Ayam Tangerang Ny. Song,Kab. Bogor,Bakmie,4.9,Buka,-6.479359619693686,106.8236015739745
Bakmi Djawa Mas Manto,Kab. Bogor,Bakmie,4.9,Buka,-6.488293525573087,106.8436395659486
Bakmie Ayam Revins Tanda Cinta,Kab. Bogor,Bakmie,4.9,Buka,-6.484338584962357,106.8444918687146
HAKA Dimsum Shop Sentul,Kab. Bogor,Dimsum,4.9,Buka,-6.490024356664977,106.81148634922452
Dimsum Kapten - Griya Alam,Kab. Bogor,Dimsum,4.9,Buka,-6.4611701254885565,106.83689006923584
Dimsum Mentai Cio - Sukamaju,Kab. Bogor,Dimsum,4.9,Buka,-6.472639357661979,106.8052925993884
Dimsum by Pawon Oemah,Kab. Bogor,Dimsum,4.9,Buka,-6.4812412187817205,106.81980026487375
Dimsum Xiao Mai,Kab. Bogor,Dimsum,4.9,Buka,-6.486259522083764,106.84482883552167
Sentra Dimsum Indonesia Bogor,Kab. Bogor,Dimsum,4.9,Buka,-6.466301725154106,106.82444131509473
NAPO DIMSUM,Kab. Bogor,Dimsum,4.9,Buka,-6.4864950311467675,106.83665250666193
Dimsum Salmon Kal's Kitchen,Kab. Bogor,Dimsum,4.9,Buka,-6.493692979577782,106.80794999053249
DIMSUM RP (RIZKY PUTRI),Kab. Bogor,Dimsum,4.9,Buka,-6.4927598438317835,106.8136592073155
Rumah Produksi Dimsum Jumbo mamawanda,Kab. Bogor,Dimsum,4.9,Buka,-6.46582501127221,106.81627875872725
Abing Dimsum Ciluar,Kab. Bogor,Dimsum,4.9,Buka,-6.484381677193441,106.82070848827944
DIMXUE (Dimsum & Noodles),Kab. Bogor,Dimsum,4.9,Buka,-6.4727827454811715,106.80508925108487
"Dimsum Sionty Kukus, Mentai & Cheese",Kab. Bogor,Dimsum,4.9,Buka,-6.477156799440981,106.82231237755221
The Real Dimsum Official Factory,Kab. Bogor,Dimsum,4.9,Buka,-6.46937845242548,106.80514419387563
Dimsum Kapten - Metland Cileungsi,Kab. Bogor,Dimsum,4.9,Buka,-6.486574021593517,106.84438351803895
Berkah Dimsum Bogor,Kab. Bogor,Dimsum,4.9,Buka,-6.461359075304376,106.84412263793604
Yangti dimsum,Kab. Bogor,Dimsum,4.9,Buka,-6.466111588281364,106.83387425252833
Mie Ayam Sukabumi,Kota Depok,Bakso dan Mie Ayam,4.5,Buka,-6.41561374573432,106.81391622447283
Bakso Condong Raos I,Kota Depok,Bakso dan Mie Ayam,4.5,Buka,-6.392481854767326,106.79775385861768
Resto Mie Ayam Berkat,Kota Depok,Bakso dan Mie Ayam,4.5,Buka,-6.39872513879912,106.80145407118259
Bakso & Mie Ayam Mas Gimin,Kota Depok,Bakso dan Mie Ayam,4.5,Buka,-6.385237159679754,106.78083230612968
Bakso & Mie Ayam Podomoro,Kota Depok,Bakso dan Mie Ayam,4.5,Buka,-6.420702495028366,106.77753014120175
Mie Ayam Bakso Pakde Kumis,Kota Depok,Bakso dan Mie Ayam,4.5,Buka,-6.4164253830953815,106.7968851621545
Pondok Bakso & Mie Ayam Merdeka Depok,Kota Depok,Bakso dan Mie Ayam,4.5,Buka,-6.3843553492558796,106.78895536136321
BAKSO MIE AYAM AREMA cak Nasikin,Kota Depok,Bakso dan Mie Ayam,4.5,Buka,-6.411458449273181,106.81243935527127
Mie Ayam Gurita ( Gurih Dan Mantap ),Kota Depok,Bakso dan Mie Ayam,4.5,Buka,-6.411759336191479,106.79962034496852
Mie Ayam dan Bakso Gajah Mungkur Karno(mie ayam jumbo),Kota Depok,Bakso dan Mie Ayam,4.5,Buka,-6.393718142519933,106.8041312611027
Pondok Mie Ayam Bakso Berkah,Kota Depok,Bakso dan Mie Ayam,4.5,Buka,-6.400417952225227,106.77796281067121
Bakso & Mie Ayam Semar Wonogiri,Kota Depok,Bakso dan Mie Ayam,4.5,Buka,-6.38377045418449,106.80383219064947
Mie Ayam dan Bakso Tresno,Kota Depok,Bakso dan Mie Ayam,4.5,Buka,-6.38251548203644,106.78525539130834
Pondok Mie Ayam Bakso Mas Katam Wonogiri,Kota Depok,Bakso dan Mie Ayam,4.5,Buka,-6.417482667833183,106.80602281424206
Raja Mie Ayam Bakso,Kota Depok,Bakso dan Mie Ayam,4.5,Buka,-6.393497957355186,106.78211102021983
BAKSO & MIE AYAM MAS GUNTUR,Kota Depok,Bakso dan Mie Ayam,4.5,Buka,-6.399250585771372,106.79500952143034
RM. Bakmi Roxy Margonda,Kota Depok,Bakso dan Mie Ayam,4.5,Buka,-6.408440942358186,106.81296606709695
Mie Ayam & Bakso Joker,Kota Depok,Bakso dan Mie Ayam,4.5,Buka,-6.4205975032619556,106.78636421159288
Mie Ayam Bakso Mas Tono Mekar Jadi,Kota Depok,Bakso dan Mie Ayam,4.5,Buka,-6.406256986144471,106.799719995251
Mie Ayam Bakso Pak De Jangkung Wonogiri,Kota Depok,Bakso dan Mie Ayam,4.5,Buka,-6.41505463906764,106.79683270658732
Mie Ayam Pramuka Depok by Avaa,Kota Depok,Bakso dan Mie Ayam,4.5,Buka,-6.418224393251771,106.79839442506236
Warung Ayam Bakar Pak Joko,Kota Depok,Ayam Bakar,4.6,Buka,-6.418177393955278,106.77533167731387
ABBS (Ayam Bakar Bu Siti) Depok,Kota Depok,Ayam Bakar,4.6,Buka,-6.398294279064507,106.78267413204047
Ayam Bakar Khas Cirebon - Depok,Kota Depok,Ayam Bakar,4.6,Buka,-6.405590294437294,106.79283374566492
Ayam Bakar Christina,Kota Depok,Ayam Bakar,4.6,Buka,-6.38444042382244,106.78724310602085
Ayam Bakar Citra,Kota Depok,Ayam Bakar,4.6,Buka,-6.404707249656539,106.8130309778669
AYAM BAKAR ALFATH,Kota Depok,Ayam Bakar,4.6,Buka,-6.4103320168245,106.80389818593768
AYAM PENYET SURABAYA MARGONDA DEPOK,Kota Depok,Ayam Bakar,4.6,Buka,-6.396341048769959,106.807390094804
Ayam Portugal,Kota Depok,Ayam Bakar,4.6,Buka,-6.409522457384585,106.79356641659703
Ayam Bakar MIRASA,Kota Depok,Ayam Bakar,4.6,Buka,-6.41234490446689,106.80447152681754
Ayam bakar Aldina Sukmajaya,Kota Depok,Ayam Bakar,4.6,Buka,-6.389984986308339,106.81150757749698
AYAM PANGGANG ROSCIK SAWANGAN,Kota Depok,Ayam Bakar,4.6,Buka,-6.393045266478592,106.81179644686603
Pecel Lele Anyelir,Kota Depok,Pecel Lele,4.8,Buka,-6.418465241219968,106.79001782289764
Pecel Lele 212,Kota Depok,Pecel Lele,4.8,Buka,-6.416107100884203,106.77592039209915
Pecel lele ainun,Kota Depok,Pecel Lele,4.8,Buka,-6.39071690226479,106.79196721979463
PECEL LELE 212 LAMONGAN SEKTOR AZALEA,Kota Depok,Pecel Lele,4.8,Buka,-6.385484775841399,106.77475216322227
"Pecel Lele ""YONNA"" Pemadam Kelaparan",Kota Depok,Pecel Lele,4.8,Buka,-6.394320261344077,106.81321798186717
Pecel Lele Sedap Malam Lamongan Jawa Timur Cak Ab,Kota Depok,Pecel Lele,4.8,Buka,-6.408436377544496,106.8010318351514
Pecel lele ayam goreng 358,Kota Depok,Pecel Lele,4.8,Buka,-6.397150737293834,106.77638736874708
Pecel Lele Pa'de Abidin,Kota Depok,Pecel Lele,4.8,Buka,-6.386952623025474,106.80739876498352
Pecel Lele PLN Beji,Kota Depok,Pecel Lele,4.8,Buka,-6.420925460756539,106.78141940169259
PECEL LELE PEMUDA,Kota Depok,Pecel Lele,4.8,Buka,-6.409262175527827,106.80031231713578
Pecel Lele 89,Kota Depok,Pecel Lele,4.8,Buka,-6.396563455904673,106.81195957340235
Pecel Lele Pak H. Ali,Kota Depok,Pecel Lele,4.8,Buka,-6.416253196705166,106.78990005958806
Pecel lele & seafood sambal bhogem,Kota Depok,Pecel Lele,4.8,Buka,-6.398378265636394,106.80749932705605
Pecel Lele 611,Kota Depok,Pecel Lele,4.8,Buka,-6.4125996732010755,106.77985121850371
Pecel Lele Mas Zain,Kota Depok,Pecel Lele,4.8,Buka,-6.390286909686851,106.80918385955866
Pecel Lele Bang Reza,Kota Depok,Pecel Lele,4.8,Buka,-6.422349014185723,106.7760046761597
Pecel Lele Sedap Malam surabaya cak edie,Kota Depok,Pecel Lele,4.8,Buka,-6.413422449284974,106.77603889689185
Pecel lele121 Sukmajaya,Kota Depok,Pecel Lele,4.8,Buka,-6.396632280411893,106.81161186783055
Pecel lele menu idola mas aguk,Kota Depok,Pecel Lele,4.8,Buka,-6.394630074328399,106.80882409421591
Pecel lele mas aldo,Kota Depok,Pecel Lele,4.8,Buka,-6.413363945058942,106.79040482877924
Pecel Lele Kemangi Citayam,Kota Depok,Pecel Lele,4.8,Buka,-6.39483263462368,106.80919938072822
Pecel Lele Tiga Putra,Kota Depok,Pecel Lele,4.8,Buka,-6.397818047962656,106.77922134880899
Pecel lele mamake,Kota Depok,Pecel Lele,4.8,Buka,-6.397597916547502,106.81094859256298
Sate Tegal Abu Salim,Kota Depok,Sate,4.5,Buka,-6.4138578337163406,106.81358099424858
Sate Tegal Pak Dira,Kota Depok,Sate,4.5,Buka,-6.387192300776444,106.79528004791979
Warung Sate Solo Pak Rebo,Kota Depok,Sate,4.5,Buka,-6.387354483324639,106.80154858451898
Sate Pribumi,Kota Depok,Sate,4.5,Buka,-6.411969861174887,106.79696111310732
Sate Madura Abah Bewok,Kota Depok,Sate,4.5,Buka,-6.3928036720032155,106.8042138651948
Sate Kambing Pak Karna,Kota Depok,Sate,4.5,Buka,-6.38307947283014,106.80970332189642
Sate Solo Pak Agus,Kota Depok,Sate,4.5,Buka,-6.408103397936533,106.78356968894506
SATE Mbah MUL,Kota Depok,Sate,4.5,Buka,-6.413323983280887,106.7944723527546
Warung Sate Madura Cak Ndut,Kota Depok,Sate,4.5,Buka,-6.414334042604613,106.79172109971783
Sate Tegal Pa' Win,Kota Depok,Sate,4.5,Buka,-6.410667561099889,106.79091852495067
Sate Perawan Sawangan Raya,Kota Depok,Sate,4.5,Buka,-6.406216516005506,106.79064145404045
Sate Perawan Meruyung,Kota Depok,Sate,4.5,Buka,-6.386266228924093,106.79724989307499
RM. Sate Maranggi Haji Mudin Tanah Baru,Kota Depok,Sate,4.5,Buka,-6.409109469437403,106.80396188564993
Sate Kambing R. Kumis,Kota Depok,Sate,4.5,Buka,-6.418987804131494,106.77832180138849
Sate Maranggi Depok,Kota Depok,Sate,4.5,Buka,-6.410555637428145,106.80715649791378
SATE MADURA BINTANG JAYA,Kota Depok,Sate,4.5,Buka,-6.385371085758865,106.77721847965661
